roll black pink score height start
2228 2 1 0 1 1
2229 2 4 5 1 1
2230 2 2 1 1 1
2231 1 4 5 1 1
2232 2 1 0 1 1
2233 1 4 5 1 1
2234 4 4 20 1 1
2235 1 2 0 1 1
2236 1 2 0 1 1
2237 4 5 15 1 1
2238 4 2 5 1 1
2239 2 1 0 1 1
2240 4 1 5 1 1
2241 1 1 1 1 1
2242 4 4 20 1 1
2243 5 1 10 1 1
2244 1 2 0 1 1
2245 3 2 5 1 1
2246 1 1 1 1 1
2247 1 1 1 1 1
2248 4 2 5 1 1
2249 3 5 15 1 1
2250 4 3 10 1 1
2251 4 1 5 1 1
2252 1 1 1 1 1
2253 2 4 5 1 1
2254 2 2 1 1 1
2255 4 1 5 1 1
2256 4 1 5 1 1
2257 1 3 5 1 1
2258 2 3 5 1 1
2259 2 1 0 1 1
2260 1 2 0 1 1
2261 1 1 1 1 1
2262 4 2 5 1 1
2263 4 2 5 1 1
2264 2 2 1 1 1
2265 2 1 0 1 1
2266 2 1 0 1 1
2267 4 4 20 1 1
2268 2 4 5 1 1
2269 1 3 5 1 1
2270 3 2 5 1 1
2271 4 1 5 1 1
2272 4 2 5 1 1
2273 1 4 5 1 1
2274 2 4 5 1 1
2275 1 4 5 1 1
2276 2 2 1 1 1
2277 1 2 0 1 1
2278 2 3 5 1 1
2279 2 2 1 1 1
2280 2 1 0 1 1
2281 1 4 5 1 1
2282 2 2 1 1 1
2283 1 1 1 1 1
2284 4 2 5 1 1
2285 2 1 0 1 1
2286 2 2 1 1 1
2287 4 1 5 1 1
2288 2 4 5 1 1
2289 2 4 5 1 1
2290 4 2 5 1 1
2291 4 1 5 1 1
2292 2 2 1 1 1
2293 4 2 5 1 1
2294 6 1 15 1 1
2295 2 4 5 1 1
2296 1 2 0 1 1
2297 4 1 5 1 1
2298 2 4 5 1 1
2299 2 1 0 1 1
2300 2 2 1 1 1
2301 2 4 5 1 1
2302 2 1 0 1 1
2303 2 1 0 1 1
2304 4 1 5 1 1
2305 2 5 10 1 1
2306 4 1 5 1 1
2307 2 4 5 1 1
2308 4 1 5 1 1
2309 2 2 1 1 1
2310 2 2 1 1 1
2311 1 2 0 1 1
2312 2 1 0 1 1
2313 1 2 0 1 1
2314 2 1 0 1 1
2315 4 5 15 1 1
2316 1 4 5 1 1
2317 1 1 1 1 1
2318 2 1 0 1 1
2319 2 2 1 1 1
2320 2 4 5 1 1
2321 4 5 15 1 1
2322 1 2 0 1 1
2323 2 2 1 1 1
2324 2 4 5 1 1
2325 1 2 0 1 1
2326 1 1 1 1 1
2327 2 1 0 1 1
2328 4 1 5 1 1
2329 1 2 0 1 1
2330 4 4 20 1 1
2331 4 1 5 1 1
2332 1 2 0 1 1
2333 1 4 5 1 1
2334 2 1 0 1 1
2335 1 2 0 1 1
2336 2 4 5 1 1
2337 4 2 5 1 1
2338 1 1 1 1 1
2339 1 1 1 1 1
2340 3 1 5 1 1
2341 1 1 1 1 1
2342 4 1 5 1 1
2343 2 4 5 1 1
2344 3 4 10 1 1
2345 1 3 5 1 1
2346 2 4 5 1 1
2347 1 2 0 1 1
2348 2 4 5 1 1
2349 4 2 5 1 1
2350 1 4 5 1 1
2351 2 1 0 1 1
2352 3 1 5 1 1
2353 3 1 5 1 1
2354 3 2 5 1 1
2355 2 2 1 1 1
2356 1 2 0 1 1
2357 2 2 1 1 1
2358 3 4 10 1 1
2359 3 4 10 1 1
2360 1 1 1 1 1
2361 2 1 0 1 1
2362 4 1 5 1 1
2363 1 3 5 1 1
2364 1 2 0 1 1
2365 2 2 1 1 1
2366 1 2 0 1 1
2367 2 5 10 1 1
2368 3 1 5 1 1
2369 1 2 0 1 1
2370 2 2 1 1 1
2371 2 2 1 1 1
2372 1 3 5 1 1
2373 3 1 5 1 1
2374 1 2 0 1 1
2375 1 2 0 1 1
2376 2 2 1 1 1
2377 2 1 0 1 1
2378 1 2 0 1 1
2379 4 2 5 1 1
2380 3 1 5 1 1
2381 2 3 5 1 1
2382 1 1 1 1 1
2383 4 4 20 1 1
2384 2 2 1 1 1
2385 2 1 0 1 1
2386 3 3 20 1 1
2387 2 4 5 1 1
2388 3 2 5 1 1
2389 1 5 10 1 1
2390 1 2 0 1 1
2391 3 2 5 1 1
2392 1 5 10 1 1
2393 2 4 5 1 1
2394 3 2 5 1 1
2395 2 3 5 1 1
2396 1 3 5 1 1
2397 4 2 5 1 1
2398 3 3 20 1 1
2399 4 4 20 1 1
2400 4 5 15 1 1
2401 1 4 5 1 1
2402 2 1 0 1 1
2403 2 4 5 1 1
2404 1 4 5 1 1
2405 2 2 1 1 1
2406 1 3 5 1 1
2407 2 5 10 1 1
2408 4 1 5 1 1
2409 2 2 1 1 1
2410 2 1 0 1 1
2411 2 4 5 1 1
2412 1 1 1 1 1
2413 1 4 5 1 1
2414 2 1 0 1 1
2415 2 2 1 1 1
2416 4 6 20 1 1
2417 1 3 5 1 1
2418 1 4 5 1 1
2419 4 1 5 1 1
2420 1 1 1 1 1
2421 1 2 0 1 1
2422 4 3 10 1 1
2423 1 3 5 1 1
2424 1 1 1 1 1
2425 1 2 0 1 1
2426 4 1 5 1 1
2427 2 3 5 1 1
2428 2 3 5 1 1
2429 4 2 5 1 1
2430 1 2 0 1 1
2431 3 4 10 1 1
2432 1 4 5 1 1
2433 4 1 5 1 1
2434 1 1 1 1 1
2435 1 1 1 1 1
2436 2 2 1 1 1
2437 1 1 1 1 1
2438 3 1 5 1 1
2439 5 2 10 1 1
2440 4 2 5 1 1
2441 3 4 10 1 1
2442 1 1 1 1 1
2443 1 4 5 1 1
2444 2 1 0 1 1
2445 4 2 5 1 1
2446 4 2 5 1 1
2447 2 4 5 1 1
2448 3 2 5 1 1
2449 4 1 5 1 1
2450 1 5 10 1 1
2451 1 1 1 1 1
2452 2 4 5 1 1
2453 1 2 0 1 1
2454 2 2 1 1 1
2455 2 1 0 1 1
2456 1 2 0 1 1
2457 4 4 20 1 1
2458 5 4 15 1 1
2459 1 2 0 1 1
2460 2 2 1 1 1
2461 1 4 5 1 1
2462 2 1 0 1 1
2463 2 2 1 1 1
2464 2 4 5 1 1
2465 2 2 1 1 1
2466 1 1 1 1 1
2467 1 1 1 1 1
2468 2 4 5 1 1
2469 4 4 20 1 1
2470 1 2 0 1 1
2471 3 2 5 1 1
2472 4 2 5 1 1
2473 2 1 0 1 1
2474 1 1 1 1 1
2475 1 4 5 1 1
2476 5 2 10 1 1
2477 4 2 5 1 1
2478 4 2 5 1 1
2479 1 3 5 1 1
2480 4 2 5 1 1
2481 6 4 20 1 1
2482 2 2 1 1 1
2483 4 4 20 1 1
2484 4 2 5 1 1
2485 2 1 0 1 1
2486 4 1 5 1 1
2487 1 2 0 1 1
2488 4 2 5 1 1
2489 3 2 5 1 1
2490 1 2 0 1 1
2491 1 2 0 1 1
2492 3 2 5 1 1
2493 2 3 5 1 1
2494 7 7 -1 1 1
2495 1 2 0 1 1
2496 4 1 5 1 1
2497 1 1 1 1 1
2498 2 1 0 1 1
2499 2 2 1 1 1
2500 4 2 5 1 1
2501 2 1 0 1 1
2502 1 2 0 1 1
2503 2 2 1 1 1
2504 3 1 5 1 1
2505 4 3 10 1 1
2506 2 4 5 1 1
2507 4 5 15 1 1
2508 4 2 5 1 1
2509 2 2 1 1 1
2510 2 1 0 1 1
2511 1 1 1 1 1
2512 1 1 1 1 1
2513 2 4 5 1 1
2514 3 1 5 1 1
2515 1 2 0 1 1
2516 2 1 0 1 1
2517 1 5 10 1 1
2518 2 1 0 1 1
2519 1 1 1 1 1
2520 4 2 5 1 1
2521 1 1 1 1 1
2522 4 1 5 1 1
2523 1 2 0 1 1
2524 1 4 5 1 1
2525 3 4 10 1 1
2526 4 2 5 1 1
2527 1 4 5 1 1
2528 1 2 0 1 1
2529 2 1 0 1 1
2530 3 2 5 1 1
2531 2 2 1 1 1
2532 1 3 5 1 1
2533 2 1 0 1 1
2534 1 4 5 1 1
2535 5 3 15 1 1
2536 2 2 1 1 1
2537 2 4 5 1 1
2538 2 1 0 1 1
2539 4 3 10 1 1
2540 2 2 1 1 1
2541 4 4 20 1 1
2542 1 1 1 1 1
2543 2 2 1 1 1
2544 4 4 20 1 1
2545 4 1 5 1 1
2546 1 2 0 1 1
2547 2 2 1 1 1
2548 4 5 15 1 1
2549 2 1 0 1 1
2550 1 1 1 1 1
2551 1 1 1 1 1
2552 2 2 1 1 1
2553 2 1 0 1 1
2554 1 2 0 1 1
2555 1 4 5 1 1
2556 3 4 10 1 1
2557 1 1 1 1 1
2558 2 1 0 1 1
2559 1 1 1 1 1
2560 3 2 5 1 1
2561 1 1 1 1 1
2562 2 1 0 1 1
2563 1 2 0 1 1
2564 2 2 1 1 1
2565 1 1 1 1 1
2566 2 6 15 1 1
2567 1 3 5 1 1
2568 1 2 0 1 1
2569 1 2 0 1 1
2570 2 4 5 1 1
2571 5 2 10 1 1
2572 2 4 5 1 1
2573 1 2 0 1 1
2574 4 2 5 1 1
2575 4 4 20 1 1
2576 2 2 1 1 1
2577 4 4 20 1 1
2578 2 2 1 1 1
2579 2 1 0 1 1
2580 4 5 15 1 1
2581 1 2 0 1 1
2582 1 6 15 1 1
2583 2 3 5 1 1
2584 1 2 0 1 1
2585 1 1 1 1 1
2586 4 5 15 1 1
2587 1 1 1 1 1
2588 4 3 10 1 1
2589 2 2 1 1 1
2590 1 3 5 1 1
2591 3 1 5 1 1
2592 4 4 20 1 1
2593 4 3 10 1 1
2594 1 2 0 1 1
2595 7 7 -1 1 1
2596 4 2 5 1 1
2597 1 2 0 1 1
2598 1 3 5 1 1
2599 4 4 20 1 1
2600 2 2 1 1 1
2601 3 4 10 1 1
2602 3 4 10 1 1
2603 2 1 0 1 1
2604 2 1 0 1 1
2605 2 4 5 1 1
2606 2 2 1 1 1
2607 1 2 0 1 1
2608 2 1 0 1 1
2609 1 2 0 1 1
2610 1 2 0 1 1
2611 3 2 5 1 1
2612 2 3 5 1 1
2613 1 2 0 1 1
2614 1 1 1 1 1
2615 2 3 5 1 1
2616 3 4 10 1 1
2617 1 4 5 1 1
2618 1 1 1 1 1
2619 1 3 5 1 1
2620 2 2 1 1 1
2621 1 5 10 1 1
2622 4 1 5 1 1
2623 1 1 1 1 1
2624 1 5 10 1 1
2625 2 1 0 1 1
2626 4 1 5 1 1
2627 2 2 1 1 1
2628 1 3 5 1 1
2629 2 3 5 1 1
2630 4 3 10 1 1
2631 2 5 10 1 1
2632 2 2 1 1 1
2633 3 4 10 1 1
2634 2 3 5 1 1
2635 3 2 5 1 1
2636 2 2 1 1 1
2637 1 1 1 1 1
2638 2 1 0 1 1
2639 5 4 15 1 1
2640 4 1 5 1 1
2641 1 4 5 1 1
2642 2 4 5 1 1
2643 4 3 10 1 1
2644 2 2 1 1 1
2645 4 2 5 1 1
2646 2 2 1 1 1
2647 3 2 5 1 1
2648 2 2 1 1 1
2649 4 4 20 1 1
2650 4 1 5 1 1
2651 1 4 5 1 1
2652 4 1 5 1 1
2653 2 4 5 1 1
2654 2 4 5 1 1
2655 2 2 1 1 1
2656 1 4 5 1 1
2657 2 4 5 1 1
2658 1 1 1 1 1
2659 1 2 0 1 1
2660 2 2 1 1 1
2661 2 4 5 1 1
2662 1 2 0 1 1
2663 2 1 0 1 1
2664 2 2 1 1 1
2665 3 2 5 1 1
2666 3 5 15 1 1
2667 2 6 15 1 1
2668 1 4 5 1 1
2669 1 2 0 1 1
2670 1 4 5 1 1
2671 5 4 15 1 1
2672 1 1 1 1 1
2673 1 4 5 1 1
2674 1 2 0 1 1
2675 1 6 15 1 1
2676 3 3 20 1 1
2677 4 2 5 1 1
2678 2 2 1 1 1
2679 4 1 5 1 1
2680 5 4 15 1 1
2681 2 1 0 1 1
2682 3 3 20 1 1
2683 1 4 5 1 1
2684 4 2 5 1 1
2685 2 1 0 1 1
2686 1 2 0 1 1
2687 1 3 5 1 1
2688 1 4 5 1 1
2689 1 1 1 1 1
2690 1 1 1 1 1
2691 4 2 5 1 1
2692 3 4 10 1 1
2693 4 2 5 1 1
2694 1 2 0 1 1
2695 6 2 15 1 1
2696 1 2 0 1 1
2697 1 2 0 1 1
2698 4 2 5 1 1
2699 4 2 5 1 1
2700 2 1 0 1 1
2701 4 5 15 1 1
2702 1 4 5 1 1
2703 2 1 0 1 1
2704 2 2 1 1 1
2705 2 1 0 1 1
2706 1 1 1 1 1
2707 2 2 1 1 1
2708 1 2 0 1 1
2709 1 2 0 1 1
2710 1 4 5 1 1
2711 2 4 5 1 1
2712 1 2 0 1 1
2713 5 2 10 1 1
2714 1 1 1 1 1
2715 1 1 1 1 1
2716 1 2 0 1 1
2717 4 2 5 1 1
2718 2 4 5 1 1
2719 2 1 0 1 1
2720 2 1 0 1 1
2721 2 1 0 1 1
2722 1 4 5 1 1
2723 3 4 10 1 1
2724 3 1 5 1 1
2725 2 1 0 1 1
2726 2 1 0 1 1
2727 1 1 1 1 1
2728 2 5 10 1 1
2729 2 2 1 1 1
2730 2 1 0 1 1
2731 2 3 5 1 1
2732 1 1 1 1 1
2733 4 2 5 1 1
2734 2 4 5 1 1
2735 1 1 1 1 1
2736 4 2 5 1 1
2737 2 3 5 1 1
2738 3 4 10 1 1
2739 2 2 1 1 1
2740 2 4 5 1 1
2741 1 4 5 1 1
2742 4 2 5 1 1
2743 2 1 0 1 1
2744 4 4 20 1 1
2745 2 1 0 1 1
2746 2 1 0 1 1
2747 4 2 5 1 1
2748 1 2 0 1 1
2749 4 2 5 1 1
2750 2 1 0 1 1
2751 1 2 0 1 1
2752 3 4 10 1 1
2753 2 2 1 1 1
2754 4 2 5 1 1
2755 3 1 5 1 1
2756 1 2 0 1 1
2757 2 2 1 1 1
2758 1 4 5 1 1
2759 3 4 10 1 1
2760 2 1 0 1 1
2761 2 1 0 1 1
2762 4 4 20 1 1
2763 3 2 5 1 1
2764 4 4 20 1 1
2765 2 2 1 1 1
2766 3 1 5 1 1
2767 2 4 5 1 1
2768 4 1 5 1 1
2769 1 2 0 1 1
2770 2 2 1 1 1
2771 2 4 5 1 1
2772 2 2 1 1 1
2773 1 1 1 1 1
2774 4 4 20 1 1
2775 4 4 20 1 1
2776 2 2 1 1 1
2777 1 2 0 1 1
2778 1 1 1 1 1
2779 2 2 1 1 1
2780 2 2 1 1 1
2781 2 2 1 1 1
2782 3 1 5 1 1
2783 1 2 0 1 1
2784 2 4 5 1 1
2785 5 1 10 1 1
2786 1 4 5 1 1
2787 2 4 5 1 1
2788 2 3 5 1 1
2789 2 1 0 1 1
2790 1 2 0 1 1
2791 2 4 5 1 1
2792 3 1 5 1 1
2793 2 1 0 1 1
2794 2 2 1 1 1
2795 3 1 5 1 1
2796 1 2 0 1 1
2797 1 1 1 1 1
2798 4 4 20 1 1
2799 4 2 5 1 1
2800 2 1 0 1 1
2801 2 4 5 1 1
2802 1 1 1 1 1
2803 1 5 10 1 1
2804 1 1 1 1 1
2805 1 2 0 1 1
2806 1 1 1 1 1
2807 2 2 1 1 1
2808 3 2 5 1 1
2809 5 4 15 1 1
2810 4 1 5 1 1
2811 5 1 10 1 1
2812 5 2 10 1 1
2813 4 2 5 1 1
2814 1 1 1 1 1
2815 2 2 1 1 1
2816 2 1 0 1 1
2817 7 7 -1 1 1
2818 2 2 1 1 1
2819 4 2 5 1 1
2820 5 2 10 1 1
2821 3 3 20 1 1
2822 1 1 1 1 1
2823 1 2 0 1 1
2824 2 1 0 1 1
2825 2 1 0 1 1
2826 4 2 5 1 1
2827 2 2 1 1 1
2828 1 4 5 1 1
2829 3 1 5 1 1
2830 1 4 5 1 1
2831 3 4 10 1 1
2832 2 1 0 1 1
2833 1 3 5 1 1
2834 2 2 1 1 1
2835 2 5 10 1 1
2836 1 4 5 1 1
2837 1 2 0 1 1
2838 2 4 5 1 1
2839 1 1 1 1 1
2840 1 2 0 1 1
2841 3 2 5 1 1
2842 5 1 10 1 1
2843 2 2 1 1 1
2844 2 2 1 1 1
2845 3 1 5 1 1
2846 1 2 0 1 1
2847 1 1 1 1 1
2848 3 4 10 1 1
2849 1 2 0 1 1
2850 4 2 5 1 1
2851 1 1 1 1 1
2852 1 1 1 1 1
2853 5 2 10 1 1
2854 6 2 15 1 1
2855 1 1 1 1 1
2856 1 3 5 1 1
2857 1 4 5 1 1
2858 5 2 10 1 1
2859 1 4 5 1 1
2860 5 1 10 1 1
2861 1 2 0 1 1
2862 4 2 5 1 1
2863 3 3 20 1 1
2864 4 5 15 1 1
2865 3 2 5 1 1
2866 2 2 1 1 1
2867 1 4 5 1 1
2868 2 2 1 1 1
2869 4 2 5 1 1
2870 4 1 5 1 1
2871 1 1 1 1 1
2872 1 4 5 1 1
2873 1 4 5 1 1
2874 2 2 1 1 1
2875 4 1 5 1 1
2876 1 2 0 1 1
2877 1 3 5 1 1
2878 2 1 0 1 1
2879 1 1 1 1 1
2880 2 2 1 1 1
2881 1 4 5 1 1
2882 2 1 0 1 1
2883 1 1 1 1 1
2884 1 1 1 1 1
2885 1 2 0 1 1
2886 2 1 0 1 1
2887 4 2 5 1 1
2888 7 7 -1 1 1
2889 2 2 1 1 1
2890 2 4 5 1 1
2891 4 1 5 1 1
2892 4 2 5 1 1
2893 1 1 1 1 1
2894 1 2 0 1 1
2895 2 1 0 1 1
2896 2 5 10 1 1
2897 2 2 1 1 1
2898 1 5 10 1 1
2899 2 1 0 1 1
2900 1 2 0 1 1
2901 1 2 0 1 1
2902 1 3 5 1 1
2903 2 2 1 1 1
2904 2 2 1 1 1
2905 3 4 10 1 1
2906 1 2 0 1 1
2907 2 5 10 1 1
2908 2 5 10 1 1
2909 3 1 5 1 1
2910 1 2 0 1 1
2911 3 4 10 1 1
2912 1 2 0 1 1
2913 2 2 1 1 1
2914 4 1 5 1 1
2915 2 2 1 1 1
2916 2 1 0 1 1
2917 1 4 5 1 1
2918 2 1 0 1 1
2919 3 1 5 1 1
2920 1 4 5 1 1
2921 2 4 5 1 1
2922 1 2 0 1 1
2923 1 4 5 1 1
2924 3 2 5 1 1
2925 2 4 5 1 1
2926 1 1 1 1 1
2927 2 4 5 1 1
2928 2 2 1 1 1
2929 2 1 0 1 1
2930 2 2 1 1 1
2931 2 4 5 1 1
2932 1 4 5 1 1
2933 1 3 5 1 1
2934 4 1 5 1 1
2935 3 1 5 1 1
2936 1 4 5 1 1
2937 2 1 0 1 1
2938 1 2 0 1 1
2939 1 4 5 1 1
2940 5 2 10 1 1
2941 4 2 5 1 1
2942 4 2 5 1 1
2943 1 2 0 1 1
2944 1 1 1 1 1
2945 2 3 5 1 1
2946 2 1 0 1 1
2947 1 2 0 1 1
2948 1 2 0 1 1
2949 2 2 1 1 1
2950 2 1 0 1 1
2951 1 2 0 1 1
2952 4 2 5 1 1
2953 2 1 0 1 1
2954 1 1 1 1 1
2955 2 1 0 1 1
2956 2 3 5 1 1
2957 1 4 5 1 1
2958 3 2 5 1 1
2959 1 1 1 1 1
2960 1 1 1 1 1
2961 3 4 10 1 1
2962 4 4 20 1 1
2963 4 2 5 1 1
2964 2 4 5 1 1
2965 2 1 0 1 1
2966 4 3 10 1 1
2967 1 3 5 1 1
2968 1 4 5 1 1
2969 5 2 10 1 1
2970 5 4 15 1 1
2971 4 4 20 1 1
2972 2 1 0 1 1
2973 4 3 10 1 1
2974 4 4 20 1 1
2975 4 4 20 1 1
2976 4 2 5 1 1
2977 4 4 20 1 1
2978 1 1 1 1 1
2979 2 4 5 1 1
2980 1 2 0 1 1
2981 1 4 5 1 1
2982 1 1 1 1 1
2983 2 2 1 1 1
2984 3 2 5 1 1
2985 3 1 5 1 1
2986 2 4 5 1 1
2987 2 2 1 1 1
2988 1 3 5 1 1
2989 2 3 5 1 1
2990 3 2 5 1 1
2991 4 4 20 1 1
2992 4 2 5 1 1
2993 1 2 0 1 1
2994 1 4 5 1 1
2995 2 2 1 1 1
2996 4 2 5 1 1
2997 2 4 5 1 1
2998 2 4 5 1 1
2999 2 2 1 1 1
3000 1 3 5 1 1
3001 1 1 1 0 0
3002 2 4 5 0 0
3003 1 2 0 0 0
3004 4 1 5 0 0
3005 2 4 5 0 0
3006 2 2 1 0 0
3007 2 2 1 0 0
3008 1 2 0 0 0
3009 2 3 5 0 0
3010 4 2 5 0 0
3011 1 2 0 0 0
3012 1 2 0 0 0
3013 4 4 20 0 0
3014 2 4 5 0 0
3015 4 5 15 0 0
3016 2 5 10 0 0
3017 2 3 5 0 0
3018 4 2 5 0 0
3019 1 2 0 0 0
3020 4 4 20 0 0
3021 4 4 20 0 0
3022 5 4 15 0 0
3023 1 2 0 0 0
3024 4 1 5 0 0
3025 2 1 0 0 0
3026 2 1 0 0 0
3027 2 2 1 0 0
3028 4 4 20 0 0
3029 2 2 1 0 0
3030 1 1 1 0 0
3031 4 1 5 0 0
3032 2 4 5 0 0
3033 1 2 0 0 0
3034 1 4 5 0 0
3035 1 5 10 0 0
3036 4 2 5 0 0
3037 5 3 15 0 0
3038 2 3 5 0 0
3039 2 4 5 0 0
3040 4 2 5 0 0
3041 1 2 0 0 0
3042 3 2 5 0 0
3043 1 1 1 0 0
3044 2 1 0 0 0
3045 1 1 1 0 0
3046 2 1 0 0 0
3047 1 2 0 0 0
3048 3 4 10 0 0
3049 4 3 10 0 0
3050 2 2 1 0 0
3051 1 1 1 0 0
3052 1 1 1 0 0
3053 3 2 5 0 0
3054 4 4 20 0 0
3055 4 2 5 0 0
3056 1 3 5 0 0
3057 5 2 10 0 0
3058 1 2 0 0 0
3059 1 3 5 0 0
3060 2 2 1 0 0
3061 2 4 5 0 0
3062 2 2 1 0 0
3063 2 2 1 0 0
3064 4 5 15 0 0
3065 3 2 5 0 0
3066 2 1 0 0 0
3067 1 2 0 0 0
3068 5 1 10 0 0
3069 2 2 1 0 0
3070 4 2 5 0 0
3071 2 1 0 0 0
3072 2 1 0 0 0
3073 4 4 20 0 0
3074 5 4 15 0 0
3075 1 3 5 0 0
3076 1 1 1 0 0
3077 3 1 5 0 0
3078 4 4 20 0 0
3079 1 3 5 0 0
3080 2 2 1 0 0
3081 1 5 10 0 0
3082 2 5 10 0 0
3083 4 2 5 0 0
3084 2 2 1 0 0
3085 4 2 5 0 0
3086 1 3 5 0 0
3087 4 2 5 0 0
3088 1 4 5 0 0
3089 2 2 1 0 0
3090 3 4 10 0 0
3091 2 1 0 0 0
3092 4 5 15 0 0
3093 4 1 5 0 0
3094 2 1 0 0 0
3095 4 1 5 0 0
3096 2 4 5 0 0
3097 2 2 1 0 0
3098 1 4 5 0 0
3099 4 4 20 0 0
3100 5 2 10 0 0
3101 1 4 5 0 0
3102 1 2 0 0 0
3103 2 2 1 0 0
3104 1 1 1 0 0
3105 1 2 0 0 0
3106 5 2 10 0 0
3107 1 2 0 0 0
3108 4 2 5 0 0
3109 1 2 0 0 0
3110 2 4 5 0 0
3111 2 1 0 0 0
3112 3 2 5 0 0
3113 4 2 5 0 0
3114 3 3 20 0 0
3115 4 3 10 0 0
3116 4 1 5 0 0
3117 4 3 10 0 0
3118 1 2 0 0 0
3119 2 1 0 0 0
3120 2 2 1 0 0
3121 2 3 5 0 0
3122 2 3 5 0 0
3123 2 2 1 0 0
3124 4 3 10 0 0
3125 1 5 10 0 0
3126 4 3 10 0 0
3127 2 2 1 0 0
3128 1 1 1 0 0
3129 2 2 1 0 0
3130 2 1 0 0 0
3131 1 2 0 0 0
3132 1 3 5 0 0
3133 2 2 1 0 0
3134 2 1 0 0 0
3135 2 2 1 0 0
3136 2 4 5 0 0
3137 1 1 1 0 0
3138 3 1 5 0 0
3139 7 7 -1 0 0
3140 2 4 5 0 0
3141 4 4 20 0 0
3142 2 3 5 0 0
3143 2 3 5 0 0
3144 4 2 5 0 0
3145 4 3 10 0 0
3146 4 2 5 0 0
3147 4 4 20 0 0
3148 2 1 0 0 0
3149 1 4 5 0 0
3150 2 3 5 0 0
3151 4 4 20 0 0
3152 4 4 20 0 0
3153 3 6 20 0 0
3154 3 4 10 0 0
3155 2 1 0 0 0
3156 2 2 1 0 0
3157 1 4 5 0 0
3158 3 4 10 0 0
3159 4 4 20 0 0
3160 1 2 0 0 0
3161 2 2 1 0 0
3162 1 1 1 0 0
3163 1 2 0 0 0
3164 4 2 5 0 0
3165 1 1 1 0 0
3166 2 1 0 0 0
3167 4 4 20 0 0
3168 2 1 0 0 0
3169 1 4 5 0 0
3170 1 4 5 0 0
3171 4 3 10 0 0
3172 1 2 0 0 0
3173 1 3 5 0 0
3174 2 5 10 0 0
3175 4 1 5 0 0
3176 4 3 10 0 0
3177 5 3 15 0 0
3178 3 2 5 0 0
3179 5 1 10 0 0
3180 1 1 1 0 0
3181 2 5 10 0 0
3182 2 1 0 0 0
3183 2 3 5 0 0
3184 4 2 5 0 0
3185 4 1 5 0 0
3186 1 2 0 0 0
3187 2 1 0 0 0
3188 4 1 5 0 0
3189 1 1 1 0 0
3190 2 1 0 0 0
3191 2 2 1 0 0
3192 6 5 25 0 0
3193 2 2 1 0 0
3194 1 3 5 0 0
3195 2 3 5 0 0
3196 1 2 0 0 0
3197 1 2 0 0 0
3198 2 3 5 0 0
3199 1 4 5 0 0
3200 2 2 1 0 0
3201 2 4 5 0 0
3202 1 2 0 0 0
3203 4 3 10 0 0
3204 2 2 1 0 0
3205 4 2 5 0 0
3206 2 4 5 0 0
3207 5 2 10 0 0
3208 1 1 1 0 0
3209 1 2 0 0 0
3210 4 2 5 0 0
3211 2 2 1 0 0
3212 1 1 1 0 0
3213 2 1 0 0 0
3214 2 3 5 0 0
3215 4 1 5 0 0
3216 2 3 5 0 0
3217 1 4 5 0 0
3218 1 4 5 0 0
3219 4 1 5 0 0
3220 1 5 10 0 0
3221 1 4 5 0 0
3222 3 4 10 0 0
3223 2 2 1 0 0
3224 1 2 0 0 0
3225 1 2 0 0 0
3226 2 4 5 0 0
3227 4 3 10 0 0
3228 4 3 10 0 0
3229 4 2 5 0 0
3230 2 1 0 0 0
3231 3 2 5 0 0
3232 1 1 1 0 0
3233 3 3 20 0 0
3234 2 2 1 0 0
3235 2 3 5 0 0
3236 4 1 5 0 0
3237 2 3 5 0 0
3238 1 2 0 0 0
3239 2 4 5 0 0
3240 2 4 5 0 0
3241 4 1 5 0 0
3242 2 3 5 0 0
3243 4 1 5 0 0
3244 3 5 15 0 0
3245 2 4 5 0 0
3246 1 1 1 0 0
3247 2 4 5 0 0
3248 1 2 0 0 0
3249 1 3 5 0 0
3250 1 2 0 0 0
3251 2 2 1 0 0
3252 2 2 1 0 0
3253 2 1 0 0 0
3254 1 1 1 0 0
3255 1 4 5 0 0
3256 3 4 10 0 0
3257 1 3 5 0 0
3258 3 2 5 0 0
3259 2 2 1 0 0
3260 2 1 0 0 0
3261 2 1 0 0 0
3262 4 2 5 0 0
3263 1 5 10 0 0
3264 7 7 -1 0 0
3265 4 6 20 0 0
3266 4 2 5 0 0
3267 4 5 15 0 0
3268 1 2 0 0 0
3269 4 3 10 0 0
3270 2 2 1 0 0
3271 2 2 1 0 0
3272 2 2 1 0 0
3273 2 1 0 0 0
3274 3 2 5 0 0
3275 4 3 10 0 0
3276 4 2 5 0 0
3277 4 2 5 0 0
3278 1 2 0 0 0
3279 2 2 1 0 0
3280 1 3 5 0 0
3281 4 1 5 0 0
3282 3 2 5 0 0
3283 3 4 10 0 0
3284 4 4 20 0 0
3285 4 1 5 0 0
3286 3 1 5 0 0
3287 2 2 1 0 0
3288 4 3 10 0 0
3289 2 1 0 0 0
3290 4 4 20 0 0
3291 2 2 1 0 0
3292 3 1 5 0 0
3293 1 2 0 0 0
3294 2 1 0 0 0
3295 2 3 5 0 0
3296 2 4 5 0 0
3297 2 4 5 0 0
3298 2 1 0 0 0
3299 4 3 10 0 0
3300 1 2 0 0 0
3301 3 4 10 0 0
3302 2 1 0 0 0
